4446742, 20.95, 23.97, 749.74, 31.00
4457175, 20.96, 23.98, 749.73, 31.20
4467605, 20.96, 23.97, 749.73, 31.20
4478033, 20.96, 23.93, 749.74, 31.10
4488464, 20.96, 24.00, 749.74, 31.20
4498894, 20.96, 24.02, 749.67, 31.20
4509325, 20.95, 24.02, 749.72, 30.80
4519755, 20.95, 24.03, 749.76, 30.90
4530184, 20.95, 24.06, 749.70, 30.90
4540614, 20.96, 24.06, 749.75, 31.10
4551045, 20.96, 24.04, 749.71, 31.30
4561475, 20.96, 24.02, 749.75, 31.20
4571904, 20.97, 24.04, 749.76, 31.40
4582336, 20.96, 24.08, 749.70, 31.30
4592766, 20.97, 24.04, 749.70, 31.40
4603197, 20.96, 24.05, 749.63, 31.30
4613625, 20.97, 24.02, 749.72, 31.40
4624058, 20.85, 24.02, 749.70, 31.10
4634488, 20.96, 24.05, 749.75, 31.20
4644919, 20.95, 24.06, 749.71, 30.90
4655347, 20.95, 24.02, 749.72, 31.00
4665780, 20.95, 24.02, 749.70, 30.80
4676212, 20.95, 24.03, 749.68, 30.70
4686643, 20.84, 24.08, 749.76, 30.80
4697073, 20.84, 24.02, 749.71, 30.80
4707504, 20.95, 24.04, 749.71, 30.70
4717932, 20.95, 24.06, 749.71, 30.70
4728363, 20.95, 24.09, 749.70, 30.70
4738795, 20.95, 24.05, 749.67, 30.90
4749225, 20.95, 24.10, 749.75, 30.90
4759656, 20.95, 24.09, 749.74, 30.70
4770084, 20.95, 24.05, 749.71, 31.00
4780515, 20.95, 24.05, 749.70, 30.90
4790947, 21.06, 24.04, 749.69, 31.00
4801376, -3.94, 24.05, 749.70, 0.00
4811806, 20.96, 24.04, 749.75, 31.20
4822235, 20.95, 24.04, 749.78, 31.00
4832665, 20.95, 24.04, 749.74, 30.90
4843098, 20.95, 24.06, 749.73, 31.00
4853528, 20.95, 24.09, 749.73, 31.00
4863959, 20.95, 24.05, 749.74, 30.80
4874387, 21.06, 24.03, 749.68, 31.00
4884819, 20.95, 24.00, 749.69, 30.90
4895250, 20.95, 24.04, 749.64, 31.00
4905680, 20.95, 24.07, 749.71, 30.70
4916109, 21.06, 24.08, 749.71, 30.80
4926539, 20.95, 24.02, 749.72, 31.00
4936972, 20.96, 24.08, 749.68, 31.20
4947402, 20.96, 24.10, 749.70, 31.20
4957833, 20.95, 23.99, 749.74, 31.00
4968261, 20.96, 23.93, 749.77, 31.10
4978694, 20.97, 23.92, 749.70, 31.40
4989124, 20.96, 23.95, 749.75, 31.10
4999555, 20.96, 24.00, 749.75, 31.30
5009983, 20.96, 23.99, 749.71, 31.30
5020413, 21.08, 23.98, 749.72, 31.40
5030844, 21.08, 23.99, 749.71, 31.40
5041272, 21.08, 23.97, 749.76, 31.60
5051705, 21.08, 23.98, 749.69, 31.70
5062135, 21.08, 23.94, 749.73, 31.60
5072564, 21.07, 23.95, 749.74, 31.30
5082996, 21.07, 23.94, 749.72, 31.30
5093425, 21.07, 23.96, 749.74, 31.30
